LoanDuration,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Risk
25,appliances,1749,39424,1_to_4,2,none,2,savings_insurance,30,none,own,297,skilled,No Risk
27,radio_tv,4505,25199,1_to_4,3,none,2,car_other,37,none,own,386,skilled,No Risk
15,radio_tv,3722,30356,4_to_7,4,none,4,car_other,32,stores,rent,627,unskilled,No Risk
50,repairs,9426,35970,4_to_7,5,co-applicant,5,car_other,42,none,free,648,management_self-employed,Risk
4,car_new,576,27898,unemployed,2,none,3,real_estate,19,stores,rent,256,unskilled,No Risk
37,appliances,5060,30760,greater_7,5,none,5,car_other,44,none,own,286,skilled,No Risk
18,furniture,3366,35008,1_to_4,4,none,4,real_estate,19,none,own,237,management_self-employed,Risk
31,car_used,7864,38769,greater_7,4,co-applicant,4,unknown,51,none,free,562,skilled,Risk
5,car_used,2994,29323,4_to_7,3,none,2,real_estate,36,none,rent,324,skilled,No Risk
17,furniture,4622,37844,1_to_4,3,none,2,savings_insurance,35,none,own,504,skilled,No Risk
12,furniture,7114,31772,1_to_4,3,none,3,savings_insurance,40,none,free,686,management_self-employed,Risk
11,vacation,3765,23780,unemployed,3,none,3,real_estate,34,none,rent,698,management_self-employed,No Risk
32,car_used,2022,30362,greater_7,4,none,4,unknown,32,bank,own,538,unemployed,Risk
25,business,3037,39989,greater_7,4,none,4,savings_insurance,35,none,own,690,management_self-employed,Risk
24,business,703,21490,1_to_4,3,none,2,real_estate,20,none,own,647,skilled,No Risk
11,furniture,1395,35078,4_to_7,3,none,2,car_other,31,none,own,260,skilled,No Risk
37,radio_tv,5821,27764,greater_7,5,co-applicant,5,car_other,51,none,own,489,skilled,Risk
21,business,2900,29977,1_to_4,4,none,3,unknown,49,none,own,346,skilled,No Risk
16,furniture,250,25269,1_to_4,3,none,2,real_estate,22,none,own,307,skilled,No Risk
35,car_used,2660,39321,less_1,3,none,3,savings_insurance,29,none,rent,468,skilled,No Risk
39,repairs,6263,30365,greater_7,5,none,5,car_other,48,none,free,219,skilled,Risk
27,appliances,5206,33781,4_to_7,4,none,5,savings_insurance,38,none,own,647,skilled,No Risk
16,furniture,250,25776,4_to_7,3,none,3,savings_insurance,44,none,own,386,skilled,No Risk
12,car_new,3147,28683,less_1,1,none,2,real_estate,31,none,own,544,skilled,No Risk
21,radio_tv,258,29927,4_to_7,2,co-applicant,3,savings_insurance,39,bank,free,540,unemployed,Risk
23,car_used,3415,21552,greater_7,3,none,3,unknown,44,bank,own,242,unemployed,Risk
4,vacation,1576,34126,less_1,2,none,2,car_other,31,none,own,276,skilled,No Risk
29,appliances,4338,34045,4_to_7,4,none,4,car_other,48,none,own,586,management_self-employed,No Risk
17,radio_tv,6354,36756,1_to_4,3,none,4,unknown,32,none,own,375,skilled,Risk
36,appliances,4390,26946,4_to_7,3,none,3,car_other,40,none,free,588,skilled,Risk
4,car_new,250,23193,unemployed,1,none,1,real_estate,19,bank,rent,596,unskilled,No Risk
38,furniture,6199,20395,greater_7,5,co-applicant,4,unknown,52,none,free,518,skilled,Risk
20,appliances,3437,26584,greater_7,3,co-applicant,4,car_other,60,none,own,593,skilled,Risk
9,car_used,687,22034,less_1,2,none,1,savings_insurance,31,stores,own,345,unskilled,No Risk
22,furniture,2765,20053,greater_7,4,none,2,unknown,40,none,own,270,skilled,No Risk
19,education,4181,32750,4_to_7,4,none,2,car_other,35,none,own,332,skilled,No Risk
19,retraining,4204,32253,1_to_4,3,none,3,savings_insurance,37,none,own,207,management_self-employed,No Risk
19,furniture,1722,22893,less_1,2,none,3,real_estate,21,none,own,328,skilled,No Risk
19,car_used,2634,32716,less_1,1,none,1,real_estate,23,stores,own,213,unskilled,No Risk
30,furniture,8404,30040,4_to_7,4,co-applicant,3,car_other,56,none,free,447,skilled,Risk
12,car_used,2487,34763,less_1,3,none,3,savings_insurance,45,none,own,222,management_self-employed,No Risk
29,appliances,5488,29116,4_to_7,4,none,4,car_other,52,none,own,312,skilled,Risk
44,radio_tv,7689,21864,greater_7,5,co-applicant,3,unknown,61,bank,own,404,unemployed,Risk
16,car_new,1370,34209,less_1,3,none,3,car_other,31,none,rent,294,skilled,No Risk
26,furniture,6278,33447,1_to_4,4,none,5,car_other,29,none,own,424,management_self-employed,No Risk
9,car_new,250,38289,less_1,2,co-applicant,2,savings_insurance,31,stores,own,416,skilled,No Risk
5,car_new,250,39318,1_to_4,1,co-applicant,2,real_estate,31,stores,own,206,unskilled,No Risk
26,furniture,3308,21877,4_to_7,4,none,4,car_other,55,none,own,344,management_self-employed,Risk
19,car_new,1904,30612,1_to_4,2,none,2,savings_insurance,25,none,own,373,skilled,Risk
28,appliances,5069,28337,4_to_7,4,none,3,car_other,50,none,free,343,skilled,No Risk
17,car_new,2549,37576,4_to_7,3,none,3,real_estate,37,none,own,261,skilled,No Risk
20,furniture,4787,24056,4_to_7,2,none,3,savings_insurance,32,none,own,324,skilled,No Risk
15,car_new,322,26411,1_to_4,3,none,3,real_estate,48,none,own,692,skilled,No Risk
10,car_used,2141,38528,less_1,2,none,2,car_other,37,none,own,465,skilled,No Risk
22,radio_tv,3855,32409,greater_7,4,none,4,car_other,46,none,own,318,skilled,Risk
31,furniture,8220,28999,greater_7,5,guarantor,5,car_other,56,stores,free,350,unskilled,Risk
10,furniture,6084,20689,4_to_7,2,none,3,savings_insurance,37,none,own,575,skilled,Risk
23,furniture,4323,28545,4_to_7,4,co-applicant,4,car_other,43,stores,own,516,unskilled,Risk
13,vacation,2742,20691,4_to_7,2,none,3,savings_insurance,34,none,own,631,skilled,No Risk
27,furniture,5494,37885,greater_7,4,none,4,car_other,42,none,own,538,skilled,Risk
22,car_used,3233,24671,unemployed,1,none,2,real_estate,19,none,own,676,skilled,No Risk
16,furniture,4480,34191,less_1,2,none,3,car_other,36,none,own,531,skilled,No Risk
16,retraining,1781,31632,4_to_7,3,none,3,car_other,35,stores,rent,692,skilled,No Risk
34,radio_tv,5890,38712,greater_7,3,none,3,savings_insurance,42,none,free,596,skilled,No Risk
29,business,3745,22677,4_to_7,4,none,2,savings_insurance,26,none,own,536,skilled,Risk
14,appliances,1980,28621,4_to_7,2,none,2,real_estate,33,none,own,632,skilled,No Risk
19,car_used,2894,38617,greater_7,2,none,2,car_other,33,bank,own,567,unemployed,Risk
28,car_new,2761,23885,less_1,3,none,4,savings_insurance,37,none,rent,204,skilled,No Risk
27,radio_tv,7621,20906,4_to_7,4,co-applicant,5,car_other,51,none,own,350,management_self-employed,Risk
22,car_used,2801,34337,less_1,3,none,2,real_estate,25,none,own,615,skilled,No Risk
9,car_new,3244,28894,1_to_4,3,none,2,savings_insurance,23,none,own,551,management_self-employed,No Risk
18,car_used,2829,37979,1_to_4,2,none,3,savings_insurance,30,none,rent,281,skilled,Risk
24,appliances,9361,24218,4_to_7,4,co-applicant,3,unknown,44,none,own,402,skilled,Risk
32,car_used,3862,27904,less_1,2,none,2,savings_insurance,24,bank,rent,227,unemployed,No Risk
13,car_new,1455,29222,4_to_7,3,none,3,savings_insurance,51,none,own,531,skilled,Risk
29,furniture,6000,24724,4_to_7,3,none,4,unknown,57,none,own,673,skilled,Risk
10,furniture,2190,39139,4_to_7,3,co-applicant,3,car_other,44,none,free,455,skilled,No Risk
32,car_used,4756,39174,4_to_7,4,none,3,savings_insurance,42,none,own,403,skilled,No Risk
23,car_used,6572,29153,1_to_4,3,none,4,unknown,52,none,own,464,skilled,Risk
24,radio_tv,1964,26092,1_to_4,3,co-applicant,3,car_other,46,stores,own,618,unskilled,Risk
23,radio_tv,2881,28570,less_1,2,none,2,savings_insurance,37,none,free,689,skilled,No Risk
33,repairs,7744,23122,greater_7,4,co-applicant,5,unknown,56,none,free,254,skilled,Risk
10,car_used,250,28737,less_1,1,none,2,savings_insurance,36,none,rent,271,skilled,No Risk
27,car_used,3139,27388,less_1,2,none,1,car_other,30,stores,own,628,skilled,No Risk
4,car_new,4488,37514,unemployed,2,none,1,savings_insurance,39,none,own,321,skilled,No Risk
38,repairs,9497,25258,greater_7,5,co-applicant,4,unknown,65,none,own,320,skilled,Risk
16,car_new,1680,36519,less_1,3,none,2,savings_insurance,35,none,own,468,skilled,No Risk
12,furniture,1329,30388,less_1,1,none,1,savings_insurance,34,stores,own,274,skilled,Risk
4,car_new,952,26228,1_to_4,1,none,1,real_estate,31,none,own,667,skilled,No Risk
9,appliances,496,29714,1_to_4,2,none,1,savings_insurance,30,none,own,407,skilled,No Risk
16,radio_tv,250,28811,4_to_7,2,none,2,savings_insurance,19,stores,own,513,unskilled,Risk
26,business,6693,26771,4_to_7,4,none,4,savings_insurance,39,stores,own,379,unskilled,No Risk
32,repairs,5606,26054,greater_7,4,co-applicant,3,car_other,32,none,own,214,skilled,Risk
25,furniture,1857,36363,1_to_4,3,none,3,car_other,35,stores,own,478,unskilled,No Risk
21,radio_tv,4264,38202,4_to_7,4,guarantor,3,savings_insurance,58,none,free,288,skilled,Risk
28,furniture,3300,25665,less_1,3,none,4,real_estate,29,none,own,450,skilled,No Risk
25,car_used,1598,27801,4_to_7,3,none,2,savings_insurance,42,none,free,467,skilled,No Risk
10,vacation,2129,33393,less_1,1,none,2,savings_insurance,27,none,own,356,skilled,No Risk
24,radio_tv,1917,21805,4_to_7,2,none,2,car_other,27,none,rent,353,skilled,No Risk
8,car_new,3793,22602,1_to_4,2,co-applicant,3,car_other,37,bank,own,294,unemployed,No Risk
16,car_new,250,37344,4_to_7,1,none,3,real_estate,32,stores,own,607,unskilled,No Risk
18,vacation,293,23676,less_1,1,none,1,savings_insurance,24,stores,rent,358,skilled,No Risk
37,business,861,21953,1_to_4,3,none,1,car_other,36,stores,own,514,skilled,No Risk
30,car_used,4712,31698,4_to_7,4,none,4,savings_insurance,50,none,own,544,skilled,Risk
8,appliances,250,24883,1_to_4,2,none,2,savings_insurance,22,none,rent,655,skilled,No Risk
39,car_used,7691,29757,greater_7,5,co-applicant,4,car_other,41,stores,own,621,unskilled,No Risk
4,repairs,917,37010,unemployed,1,co-applicant,1,savings_insurance,40,stores,own,317,unskilled,No Risk
25,appliances,2992,36713,4_to_7,3,none,2,car_other,41,none,own,501,skilled,No Risk
4,car_used,250,37711,less_1,1,none,2,real_estate,32,stores,rent,327,skilled,No Risk
31,car_used,5355,24030,1_to_4,2,none,2,unknown,48,none,own,659,skilled,Risk
4,furniture,400,25852,1_to_4,2,none,3,savings_insurance,35,none,own,251,skilled,No Risk
21,appliances,4943,34441,4_to_7,4,none,4,unknown,49,none,own,491,skilled,No Risk
9,car_new,2421,26898,1_to_4,3,none,2,savings_insurance,32,none,own,257,skilled,No Risk
23,furniture,7095,32799,1_to_4,4,none,3,car_other,40,none,own,202,skilled,No Risk
28,vacation,6885,34866,4_to_7,5,co-applicant,5,unknown,40,none,free,398,management_self-employed,Risk
26,furniture,8166,26555,greater_7,5,co-applicant,4,unknown,56,none,own,509,skilled,Risk
4,education,250,38650,less_1,2,none,2,real_estate,19,stores,rent,488,unskilled,No Risk
12,car_new,250,21995,less_1,1,none,1,savings_insurance,39,bank,rent,229,unemployed,No Risk
23,car_used,1968,21152,1_to_4,3,none,3,real_estate,34,none,own,228,skilled,No Risk
30,appliances,2490,36962,1_to_4,3,none,3,car_other,28,none,own,659,skilled,No Risk
16,car_new,250,26581,4_to_7,3,co-applicant,1,savings_insurance,47,stores,own,667,unskilled,No Risk
21,retraining,6692,25197,1_to_4,4,none,4,car_other,37,none,own,282,management_self-employed,No Risk
37,radio_tv,5449,35507,1_to_4,3,none,4,savings_insurance,32,none,free,466,skilled,Risk
27,furniture,6758,30784,greater_7,4,co-applicant,4,car_other,52,none,own,697,management_self-employed,Risk
4,car_used,250,26711,less_1,2,none,1,savings_insurance,30,none,own,414,skilled,No Risk
36,appliances,7469,36763,1_to_4,3,none,4,car_other,29,none,own,462,skilled,No Risk
4,repairs,1289,20408,1_to_4,3,co-applicant,4,real_estate,50,none,own,493,skilled,No Risk
29,car_used,4216,27329,4_to_7,3,co-applicant,4,savings_insurance,43,stores,own,360,unskilled,Risk
25,car_used,3290,31228,1_to_4,3,none,3,real_estate,23,stores,own,456,unskilled,Risk
32,other,2909,38928,4_to_7,4,none,3,car_other,35,none,own,608,skilled,No Risk
27,retraining,250,30776,1_to_4,1,none,1,car_other,19,stores,rent,395,unskilled,Risk
22,car_used,6289,24841,4_to_7,3,none,3,car_other,40,none,own,419,skilled,Risk
10,car_new,1586,27417,1_to_4,2,none,4,real_estate,51,none,rent,347,management_self-employed,No Risk
36,retraining,10279,32350,greater_7,5,co-applicant,4,car_other,50,none,free,589,management_self-employed,Risk
23,repairs,4526,23809,greater_7,4,none,4,car_other,32,stores,own,541,unskilled,No Risk
9,car_new,250,28707,less_1,2,none,2,savings_insurance,20,none,own,639,skilled,No Risk
12,vacation,3189,26903,4_to_7,3,co-applicant,1,savings_insurance,34,bank,own,351,unemployed,Risk
20,retraining,1466,25841,less_1,3,none,2,car_other,24,none,rent,602,skilled,No Risk
4,furniture,2571,27275,4_to_7,3,none,2,car_other,38,none,own,587,skilled,No Risk
27,furniture,2947,31957,1_to_4,3,none,3,real_estate,33,none,own,604,skilled,No Risk
10,vacation,362,25661,1_to_4,3,none,2,real_estate,19,none,rent,397,management_self-employed,No Risk
29,furniture,2440,22723,4_to_7,3,none,3,savings_insurance,39,none,own,338,skilled,Risk
20,car_new,6065,30852,1_to_4,3,none,2,savings_insurance,36,none,own,294,skilled,No Risk
44,radio_tv,6100,36584,greater_7,5,co-applicant,5,savings_insurance,52,none,free,206,skilled,Risk
5,car_new,480,33642,1_to_4,1,co-applicant,2,savings_insurance,40,stores,own,358,unskilled,No Risk
17,radio_tv,5493,32494,1_to_4,2,none,3,unknown,44,none,own,234,skilled,No Risk
4,appliances,250,32541,unemployed,1,none,1,real_estate,19,none,rent,448,skilled,No Risk
21,furniture,2664,38283,1_to_4,2,none,3,car_other,40,none,rent,329,skilled,Risk
16,car_new,2467,23150,1_to_4,3,none,3,car_other,37,none,rent,519,skilled,No Risk
16,repairs,5187,22790,4_to_7,4,none,4,unknown,36,none,own,430,skilled,Risk
4,car_new,632,34862,1_to_4,1,co-applicant,2,real_estate,24,stores,own,284,skilled,No Risk
35,business,4231,27696,1_to_4,4,none,2,savings_insurance,29,none,own,370,skilled,Risk
20,car_new,250,22603,4_to_7,3,none,3,savings_insurance,20,stores,rent,221,skilled,Risk
14,vacation,1886,32260,4_to_7,2,none,2,real_estate,32,stores,rent,370,skilled,No Risk
20,radio_tv,3299,38830,4_to_7,4,none,3,car_other,57,none,free,642,skilled,Risk
29,car_used,2750,23878,4_to_7,4,none,3,unknown,39,bank,own,548,unemployed,Risk
12,appliances,532,38169,less_1,1,none,1,car_other,20,stores,rent,262,skilled,No Risk
51,radio_tv,9470,33509,greater_7,5,co-applicant,3,unknown,51,none,free,428,skilled,Risk
17,car_new,4252,20288,less_1,2,none,2,car_other,36,none,free,540,skilled,No Risk
26,appliances,4430,31666,less_1,2,none,2,car_other,49,none,rent,242,skilled,No Risk
8,vacation,250,39390,1_to_4,2,none,2,real_estate,19,stores,rent,482,skilled,No Risk
41,retraining,7089,37443,greater_7,5,co-applicant,4,car_other,44,stores,free,610,unskilled,No Risk
8,car_used,376,30033,1_to_4,3,none,3,real_estate,26,none,rent,681,management_self-employed,No Risk
33,vacation,7651,26376,greater_7,4,co-applicant,3,car_other,46,none,own,223,skilled,Risk
9,furniture,250,35253,less_1,1,none,3,savings_insurance,31,none,own,306,skilled,No Risk
30,car_used,4577,20028,1_to_4,4,none,3,savings_insurance,35,none,own,585,skilled,No Risk
34,appliances,6096,22966,greater_7,5,none,5,car_other,40,none,own,621,skilled,Risk
16,vacation,5118,35336,4_to_7,4,none,4,unknown,31,none,own,206,skilled,No Risk
26,business,6764,39797,greater_7,4,none,3,unknown,58,none,free,581,skilled,No Risk
20,appliances,3526,26471,1_to_4,3,none,3,car_other,39,none,rent,542,skilled,No Risk
33,appliances,3980,28727,greater_7,5,none,5,unknown,39,stores,own,282,unskilled,Risk
23,business,3752,25511,less_1,3,none,4,savings_insurance,34,none,own,515,management_self-employed,No Risk
4,car_new,982,21547,less_1,2,none,1,real_estate,20,bank,rent,566,unskilled,No Risk
30,business,4926,26357,1_to_4,4,none,3,savings_insurance,40,none,own,221,management_self-employed,No Risk
48,radio_tv,7897,38629,4_to_7,5,co-applicant,3,unknown,58,bank,own,365,unemployed,No Risk
40,radio_tv,7251,26649,greater_7,5,co-applicant,4,unknown,55,none,free,286,skilled,Risk
4,vacation,1549,28850,1_to_4,2,none,3,real_estate,28,bank,rent,468,unskilled,No Risk
21,repairs,2219,20605,1_to_4,3,none,2,savings_insurance,26,none,own,515,skilled,Risk
6,education,4520,28361,4_to_7,3,co-applicant,3,car_other,36,none,own,364,skilled,Risk
26,furniture,6497,38435,1_to_4,4,none,5,car_other,40,none,own,623,management_self-employed,No Risk
11,car_used,3402,38990,1_to_4,3,none,3,car_other,25,none,rent,450,skilled,Risk
40,repairs,8741,26817,greater_7,4,co-applicant,3,car_other,55,none,free,566,skilled,Risk
4,education,792,34559,1_to_4,2,none,2,car_other,31,stores,own,479,skilled,No Risk
20,radio_tv,4237,28912,4_to_7,4,none,4,car_other,47,none,own,260,skilled,No Risk
6,car_used,250,21867,4_to_7,3,none,1,savings_insurance,28,none,own,596,skilled,No Risk
12,furniture,1288,24284,less_1,3,none,3,car_other,34,none,rent,256,skilled,No Risk
8,repairs,724,22113,4_to_7,3,none,3,real_estate,33,none,rent,330,management_self-employed,No Risk
33,furniture,5674,37708,greater_7,3,none,3,unknown,44,stores,own,625,unskilled,Risk
14,radio_tv,6774,38244,4_to_7,4,none,3,car_other,32,none,own,636,management_self-employed,No Risk
61,education,7646,26589,greater_7,6,co-applicant,3,unknown,49,none,free,433,skilled,Risk
10,car_new,2154,37794,4_to_7,3,none,2,real_estate,30,none,own,655,skilled,No Risk
36,appliances,5671,36998,1_to_4,4,none,5,car_other,41,none,own,484,skilled,Risk
4,car_new,250,32699,unemployed,1,none,1,real_estate,19,none,own,405,skilled,No Risk
12,education,1741,36069,less_1,3,none,2,real_estate,24,none,own,238,skilled,No Risk
9,vacation,250,23781,4_to_7,3,none,1,real_estate,19,none,own,476,skilled,No Risk
30,repairs,6178,38763,greater_7,5,co-applicant,5,unknown,53,none,free,343,skilled,Risk
13,car_used,2923,39541,1_to_4,3,none,2,savings_insurance,19,none,own,337,skilled,No Risk
44,retraining,7422,32288,4_to_7,4,none,4,car_other,46,none,own,257,skilled,Risk
4,car_used,250,25066,1_to_4,2,none,2,savings_insurance,26,none,own,426,skilled,No Risk
31,furniture,5116,31171,4_to_7,3,none,3,savings_insurance,43,stores,own,660,unskilled,No Risk
29,radio_tv,2078,35309,4_to_7,4,none,4,savings_insurance,27,none,own,401,skilled,No Risk
13,car_new,3073,27880,1_to_4,2,none,2,car_other,34,none,rent,381,skilled,No Risk
10,furniture,3176,36441,less_1,2,none,2,real_estate,19,stores,own,257,skilled,No Risk
24,education,4385,25953,1_to_4,4,none,3,car_other,42,none,own,488,management_self-employed,No Risk
30,other,5566,38202,1_to_4,4,none,4,unknown,51,none,own,434,management_self-employed,No Risk
17,vacation,1984,26152,less_1,3,none,2,car_other,35,none,own,483,skilled,No Risk
4,car_new,2043,21209,unemployed,2,none,2,savings_insurance,26,none,rent,228,management_self-employed,No Risk
31,car_used,3845,30844,1_to_4,3,none,3,savings_insurance,32,none,own,478,skilled,No Risk
29,appliances,2178,38968,4_to_7,3,none,3,car_other,42,none,own,672,unskilled,Risk
25,radio_tv,4662,38768,1_to_4,2,none,3,unknown,30,none,own,348,skilled,Risk
24,radio_tv,3604,37006,4_to_7,3,none,4,savings_insurance,38,bank,own,625,unskilled,No Risk
16,car_used,3963,37648,less_1,3,none,3,savings_insurance,30,none,own,522,management_self-employed,No Risk
21,furniture,2749,33370,unemployed,2,none,3,savings_insurance,22,none,own,629,skilled,No Risk
19,radio_tv,2763,26251,1_to_4,3,none,3,savings_insurance,32,none,own,578,skilled,No Risk
25,appliances,4075,28373,4_to_7,3,none,4,car_other,36,stores,own,565,unskilled,No Risk
15,radio_tv,3576,39255,4_to_7,3,none,2,car_other,31,none,rent,552,skilled,No Risk
12,appliances,250,29314,1_to_4,2,none,2,savings_insurance,22,none,rent,237,skilled,No Risk
16,vacation,4297,20308,1_to_4,3,none,2,car_other,34,bank,own,328,unemployed,No Risk
4,car_new,250,35953,less_1,1,none,1,real_estate,19,none,rent,602,skilled,No Risk
36,radio_tv,5774,20101,greater_7,3,guarantor,5,savings_insurance,48,none,free,315,skilled,Risk
12,radio_tv,2196,23109,4_to_7,4,none,3,car_other,40,none,free,379,skilled,No Risk
29,appliances,7765,23714,greater_7,5,co-applicant,4,unknown,48,none,free,658,management_self-employed,Risk
29,furniture,250,35027,4_to_7,1,co-applicant,3,savings_insurance,38,bank,own,238,unemployed,Risk
24,radio_tv,4059,34404,greater_7,4,guarantor,3,unknown,60,none,free,690,skilled,Risk
30,vacation,9076,33501,greater_7,4,none,3,unknown,30,none,own,489,skilled,No Risk
37,radio_tv,4532,20855,4_to_7,4,none,3,savings_insurance,45,none,own,420,skilled,No Risk
20,car_used,250,28013,1_to_4,1,none,2,real_estate,20,stores,rent,591,skilled,No Risk
25,car_new,3523,28029,1_to_4,3,co-applicant,4,real_estate,33,none,own,460,skilled,No Risk
4,car_new,250,37671,less_1,2,none,3,real_estate,19,none,rent,668,management_self-employed,No Risk
29,radio_tv,3142,37438,1_to_4,3,none,2,real_estate,40,none,own,234,skilled,No Risk
33,furniture,4521,26987,4_to_7,3,none,4,unknown,39,none,own,346,skilled,Risk
15,furniture,2463,25658,1_to_4,1,none,2,savings_insurance,33,none,own,609,skilled,Risk
5,appliances,250,29291,4_to_7,3,none,3,real_estate,19,none,own,252,management_self-employed,No Risk
28,appliances,7136,23194,4_to_7,4,none,3,unknown,51,none,own,301,skilled,No Risk
9,car_new,250,38980,unemployed,1,none,2,real_estate,19,bank,rent,474,unemployed,No Risk
12,furniture,1293,38808,less_1,1,none,1,real_estate,29,stores,rent,517,skilled,No Risk
21,furniture,5588,26542,4_to_7,4,none,3,car_other,37,none,own,516,skilled,Risk
43,repairs,6401,37202,4_to_7,3,co-applicant,3,savings_insurance,44,none,free,579,skilled,No Risk
32,furniture,1317,31832,less_1,3,none,3,savings_insurance,26,stores,own,355,unskilled,No Risk
21,radio_tv,1576,38790,4_to_7,3,none,2,real_estate,44,none,own,472,skilled,No Risk
18,furniture,250,35642,less_1,1,none,2,real_estate,19,stores,rent,357,skilled,No Risk
46,repairs,6433,30817,greater_7,4,guarantor,5,car_other,52,none,free,461,skilled,Risk
22,car_new,6286,25566,4_to_7,4,none,3,car_other,38,none,own,399,skilled,Risk
32,appliances,2481,33405,greater_7,3,none,3,unknown,41,none,rent,514,skilled,Risk
26,radio_tv,4660,23473,1_to_4,4,none,3,car_other,40,none,free,635,management_self-employed,No Risk
22,radio_tv,4522,26908,4_to_7,3,none,3,unknown,35,stores,rent,616,skilled,No Risk
4,car_new,250,35340,unemployed,2,none,1,real_estate,19,none,rent,637,skilled,No Risk
31,furniture,5197,22939,less_1,3,guarantor,4,savings_insurance,48,none,own,378,skilled,No Risk
16,radio_tv,250,38138,4_to_7,2,none,2,savings_insurance,21,stores,own,246,skilled,No Risk
22,radio_tv,2349,36899,less_1,2,none,3,savings_insurance,31,none,own,650,skilled,No Risk
31,radio_tv,250,22137,1_to_4,3,none,3,car_other,31,stores,own,287,skilled,Risk
38,appliances,9121,20884,1_to_4,3,none,4,car_other,41,none,own,610,skilled,No Risk
10,car_new,2165,20005,4_to_7,2,none,1,car_other,34,none,own,670,skilled,No Risk
23,business,2995,36001,4_to_7,4,none,3,unknown,42,none,rent,402,skilled,No Risk
4,car_new,250,23486,4_to_7,1,none,1,savings_insurance,33,none,own,645,skilled,No Risk
28,furniture,5361,34412,1_to_4,3,none,2,car_other,37,stores,own,668,unskilled,Risk
16,car_used,993,37345,less_1,2,none,2,car_other,27,none,own,238,skilled,No Risk
10,car_used,1401,32815,1_to_4,2,none,2,real_estate,25,none,own,447,skilled,No Risk
35,vacation,4311,24194,greater_7,5,none,3,savings_insurance,27,none,own,268,skilled,No Risk
44,other,9542,34659,greater_7,4,co-applicant,4,unknown,55,none,own,290,skilled,Risk
4,car_used,250,23557,less_1,1,none,2,real_estate,19,none,rent,308,skilled,No Risk
34,radio_tv,7180,22277,greater_7,4,co-applicant,3,unknown,59,none,free,647,skilled,Risk
23,car_used,2750,23967,greater_7,4,guarantor,3,real_estate,44,none,free,440,skilled,Risk
24,furniture,2601,30480,less_1,2,none,1,car_other,27,stores,own,541,skilled,No Risk
26,appliances,3108,34105,greater_7,3,none,4,savings_insurance,49,bank,own,209,unemployed,No Risk
50,radio_tv,5633,32781,4_to_7,4,none,3,car_other,43,stores,own,428,skilled,No Risk
27,furniture,1634,35514,1_to_4,2,none,2,savings_insurance,35,none,rent,458,skilled,No Risk
28,appliances,5470,29683,4_to_7,3,none,4,unknown,47,none,own,589,skilled,No Risk
21,car_used,250,38551,unemployed,2,none,1,real_estate,19,none,rent,663,skilled,No Risk
30,business,5761,23318,1_to_4,3,none,2,car_other,31,none,own,380,skilled,No Risk
8,car_used,1367,39073,1_to_4,2,none,3,savings_insurance,45,none,rent,531,management_self-employed,No Risk
10,car_new,1300,36909,1_to_4,3,none,2,real_estate,42,bank,rent,408,unskilled,No Risk
7,vacation,554,28179,1_to_4,2,none,2,real_estate,29,none,own,203,skilled,No Risk
37,repairs,7862,36413,4_to_7,3,co-applicant,4,unknown,43,none,free,429,skilled,Risk
12,car_new,3341,33493,1_to_4,2,none,2,savings_insurance,19,none,rent,465,skilled,No Risk
10,car_used,435,28525,less_1,2,none,2,real_estate,19,none,own,363,skilled,No Risk
28,furniture,3355,25787,4_to_7,4,none,3,savings_insurance,37,bank,own,286,unemployed,No Risk
36,radio_tv,6334,38880,4_to_7,3,none,3,car_other,51,none,own,210,skilled,Risk
4,car_new,250,23782,unemployed,1,none,1,real_estate,19,none,rent,294,skilled,No Risk
24,furniture,8067,36890,4_to_7,4,none,3,unknown,51,none,free,560,skilled,Risk
22,furniture,3377,35353,1_to_4,4,none,4,car_other,38,stores,own,330,unskilled,No Risk
32,vacation,6367,25691,greater_7,4,co-applicant,3,unknown,58,none,free,614,skilled,Risk
4,repairs,250,32738,1_to_4,2,none,1,real_estate,19,none,rent,577,skilled,No Risk
9,furniture,250,39090,4_to_7,3,none,1,savings_insurance,39,stores,own,243,skilled,No Risk
9,car_used,2376,23075,1_to_4,2,none,3,savings_insurance,41,bank,rent,603,unskilled,Risk
8,car_new,789,34746,4_to_7,3,none,3,savings_insurance,35,none,own,682,skilled,No Risk
15,education,1921,33585,1_to_4,3,co-applicant,4,car_other,39,none,free,343,skilled,No Risk
37,appliances,6710,29061,1_to_4,3,none,3,unknown,41,stores,own,202,unskilled,Risk
50,other,7611,32718,greater_7,4,co-applicant,4,car_other,52,none,free,213,skilled,Risk
39,appliances,6320,34841,4_to_7,4,none,4,car_other,47,stores,rent,646,unskilled,Risk
8,car_used,5304,23059,4_to_7,3,none,4,savings_insurance,40,stores,own,558,unskilled,Risk
22,furniture,3237,39751,1_to_4,3,none,2,real_estate,39,bank,rent,253,unskilled,No Risk
13,radio_tv,2191,32020,1_to_4,2,none,4,car_other,43,none,own,506,management_self-employed,No Risk
33,radio_tv,3577,39118,greater_7,4,guarantor,3,unknown,45,stores,free,542,unskilled,No Risk
15,furniture,250,34929,4_to_7,3,none,1,real_estate,19,bank,rent,627,unskilled,No Risk
